Username (SteamID),Review
user_76561198141852136,"this can suck my left testical if im willing to pay 20 fucking dollars to recieve an airdrop i should be the one getting the loot instead of some old ugly looking cunt wearing a fedora playing on a fucking mac book get to eat 15 headshots and drive away like a wee little bitch

i demand a refund"
user_76561198020763360,"This could hav potential, but.. no. Ain't a game for me.

Why? 

First of all I spawned in a server in the midde of nowhre, got an aura protected, ok, cool, I walk forward, aura wars off.. someone waiting me up (spawnkilling).. kills me.. Create new survivor or wait 2 minutes.

I created a new one and joind another beginner server, I reach a town and just find ammo, vests, helms, no wapons not even a shovl which is easy and common to find in our world. I killed ovr 50 zombies with my bare hands.. just circle around the zombie and  you don't get hit...

The sensivity is horrible, it doesn't feel smooth lik in overwatch or call of duty or an other game. 

And you can go on like this.

What I do like?
The world/map, the sound of the zombies, music, third/first person option, gathering/looting stuff,...

But the gameplay is the worst."
user_76561198080312490,"1. Spawn in, find your friends. (if you have friends special enough to play this game)

2. Walk into a small town and find enough guns to make rambo proud.

3. Now that you are set you and your friends go looking for a fight with all of your dank new gear.

4. You stumble upon a random survivor who immediately tries to end your life with his backpack full of LMG's which he got after 5 minutes of playtime.

5. You easily wipe him out with your obese amount of weaponry you found in that small town and shared bettween your friends.

6. You walk up to his corpse to loot and see a unorganized pile of glowing blue cancer covering his corpse.

7. You notice that dank weapon at the bottom of the pile and after 5 minutes of trying to get yourself in the perfect position to grab it you finally pick it up. 

8. Further down the road, you come across another town where you find a group of players looting together who outnumber your group by afew people.

9. you get the drop on them and start picking them off one by one for their dank loot.

10. After managing to overpower the group and take 80% of them out you feel proud that you have outplayed them and only have to deal with a couple more people.

11. You take a look around to make sure you are not getting flanked.

12. You see a swarm of players WHO YOU HAVE JUST KILLED THAT WAITED A 2 MINUTE TIMER TO RESPAWN 100 METRES AWAY FROM YOU AND PULLED 30 LMG'S OUT OF THIER MAGICAL STASH OF UNLIMITED WEAPON SAFTEY STORAGE AND ARE GETTING READY TO SWIFTLY CONFISCATE THE PRIVELAGE THAT IS YOUR LIFE FROM YOU! 

13. Your life is taken from you and now it's YOUR TURN to wait the 2 minute timer and come back to ambush them. SO YOU PULL 69 LMG'S OUT FROM YOUR MAGICAL STASH AND SPAWN 100 METRES AWAY FORM THEM!

14. Repeat steps 10 - 13 untill: One of you gives up, You run out of stashed LMG's, your group commits suicide, their group commits suicide or you all commit suicide.

BOTTOM LINE:
Do NOT play this game until you have nothing better to do.  But thats just my OPINION (:"
user_76561197963991937,"I'm not sure how to even put this politely to stay within the guidelines. This game is garbage. The animation is sketchy, the graphics are worse than some games from 2005, the community is completely toxic, and anyone that you encounter will kill you. The zombies are the least of your concerns in this game, because people play this game sitting and waiting for another player to pass by so that they can kill them.  It's a hot stinking, poorly optimized dumpster fire, except I wouldn't even waste my pee to put it out. 
-1000/10"
user_76561198057830627,"You know, if I wanted to play a game that I spawn in on a beginner server and get demolished by someone stacked. I would just play rust. Also, the zombie proximity range is insane. If you're within 50 feet they see you and attack you.  Hmm, sounds like a Wal-Mart version of DayZ and Rust compiled into one shitty game minus the availabilty to go into FIRST PERSON. Oh, and when you get a gun, good luck. You most likely won't have a crosshair. Oh yeah, and did I mention this is a ""Free"" game? LOL that's a joke. As soon as you load the game you're prompted with ton's of guns that you can pay for. So it's virtually a pay to win. Well, I have now finally released my anger upon this game. If you play it, good luck."
user_76561198325150680,I GOT BANNED FOR NO REASON . Left the game and then tried to reconnect. it said disconnected and it crashed. Then said . Your are banned for exploiting or cheating.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! un ban me !!!!!!!!!!!!!!!!!!!!!!! DID NOTHING!!!!!!!
user_76561198165696012,"I don't get why people hate this game.. Its actually pretty fun, and the ingame transactions are not nessecary, as you can survive perfectly fine if you are F2P. It is more of a action shooter, not a survival, as everyone you come across wants to kill you. Game is fun! Great to play with friends for a couple of free hours."
user_76561198289890973,"This game really needs a lot of work, having 5-10 machineguns spawn in a single town is really pathetic and makes PVP and killing for loot much less rewarding, gameplay is more repetitive. Zombies are too easy to kill.

EDIT:
Full to the brim with hackers, glitch/bugs, and exploiters of glitches and bugs. Game is never updated and developers are ridiculously greedy."
user_76561198039015421,i don't know what all the bad reviews are for i've killed tons of players and they killed me. tactics plays a large role in the game not how powerfull your weapon is. listen for foot steps gun shots learn to navigate the areas and you'll be find never run out in the open street. i've enjoyed this game its like arma and h1z1 mix. graphics however could use a update but the gameplay makes up for that.
user_76561198093514617,"For a start the graphics are nice and realistic-ish, smooth gamplay. pvp mostly with the shoot first not giving a fuck after atitude that most players adopt, and just a world full of loot and stuff to kill including up to 100 players perserver. 

that is untill it crashes, disconnects or just dose not load you into the game causing you to go back to the home screen, i must also admit MLG anti hack is an absolute beast, 

good game worth the FREE play!! cant be asked to buy anything coz you could get dropped from anywere and anytime, loseing your gear xD but yh i like it its fun and i jut cant grab enough loot :/ its an addiction now but i love it."
user_76561197972457549,"Spawned in, mouse DPI on lowest and ingame sensitivity all the way down and still did 8 full spins with one flick of my mouse. Took 3 steps while glowing green and got killed by someone with an M249. Figured I would respawn one more time, but upon returning to the menu there was a 2+ minute cooldown before I could respawn that could only be bypassed for real life money. Exited and uninstalled the game,"
user_76561198359444704,"I've played a few hours now and honestly, the game is pretty good! It has a few flaws and needs a couple of things but it's overall enjoyable. If you use Nvidia Experience Panel you're able to enhance the graphics and it looks great. 

Pros:
-Lots of different weapons to chose from (Melee/AssaultRifle/SubMachineGun/LightMachineGun/Grenades and more!)
-Alright commuity, avoid the ***holes that steal your cars though!
-Day/Night Cycle like skyrim
-Food/Water survival system, you must eat and drink or dieee!
-Large Supply of ammo to go with every weapon (A portion of the firearms use the same ammo)
-Oversized map to travel across with different areas to loot and explore
-Zombies aren't overly powerful and aren't able to get you if you stand on firetrucks/boxes/high places
-Overall it has great animations(realoding,running,sprinting,prone) Crouching needs a rework i'd say
-Premium skin boxes for weapons can be found throughout the game(requires purchase otherwise)
-Regular Skin can be found too, they drop a bunch of random skins
-Game is not 100% pay to win, lots of freebies!

Cons
-Doesn't have background music, or nature music to make it immersive
-Client crashes every other hour roughly for me (Max settings)
-No wildlife what so ever, no birds, beavers, bugs, nothing. It's a bit plain personally because of so
-Walking in the game is very slow, and takes forever to get from point a to point b
-Having a car is great, but if you disconnect while in it you lose it and people are able to steal it from you (Had 4 stolen)
-Must use Gas to fuel your car, and toolboxes to repair if it gets damage (By pricks)
-Fps drops every few minutes of playing *Goes from 35 to 5 back to 35 to 5*
-Prices of some of the items/gear in the shop are expensive 
-Making money isn't too fast, requires alot of killing and skin hunting
-Not much character customization or gear (Only about 10 different armors for example)

Overall, i like this game. It needs a bit of work but if you are looking for a zombie game this may be the one for you!"
user_76561198352538386,Realy fun to play like h1z1 but not paided meet new friends and made a group and did a sport of killing ppl
user_76561198214965897,"I love this game,its so much fun! I like how the noobs get killed and salty and writes a bad review. I really think that this is the best free to play game on steam. Guys dont do bad reviews its not the games fault that you suck <3"
user_76561197978203754,"There are many negative reviews for Infestation: The New Z most often with good reason but here's the thing its based on individual opinions and experiences. Starting out equipped with a flashlight and the cloths on your back it can be a hard road to survival with players lurking in every town ready to relieve you of them hard earned supplies. The new Z is a brutal world where spawn killing and ganking occur more surely than the sun rises on the morrow. Nothing says shoot me i'm the new guy like the fluorescent beacon you become when spawning in truth the game could do without this feature none the less it is not all doom and gloom. 

Being a primarily PVP orientated game Spawn times can get frustrating it pays to have a couple of characters making good use of their global inventory's which also helps with negating ganking a friend or two can't go astray. Unlike many reviews I find playing solo to be easier in some aspects as its not always the largest group who wins but the one who gets the jump first and its allot harder to spot one head bobbing through the scrub than six. The New Z is a challenging game which can be slow at times with action fuelled violence around the corner.

If you lose patience quickly, don't like a challenge or get frustrated quickly this may not be the game for you. Its worth a try especially for free when your looking for something new in-between games I give Infestation: The New Z a 3 out of 5"
user_76561198144539707,"It's so bad.
i get spawnkilled 9 times out of 10, then i have to wait 2 minutes to respawn or make a new character. I finally found some guns and my game crashes. Thanks, would definetley spend all my money on useless and worthless micro transactions.
Yet i keep coming back"
user_76561198288742066,"After a month of playing this game I can say it's a lot like another game I once played: time-consuming, annoying and just a waste of time.

Spend about a month playing on a private server to collect goodies so you have enough to play on a public server. Join a public server, get shot in the head within a few minutes, wait 3 or so minutes so you can revive your player, respawn close to where you died but your stuff is all gone, die a few minutes later, repeat until you can't take it any longer.

Final step: uninstall."
user_76561198136924954,This is an amazing game that new developers are making better. Last developers didn't help the game out and so starting from new the original game was $20 and New Z is FREE. You have no reason not to try this game out as it cannot be related to any other game. it is its own kind and it will continue to grow as we get updates rolling out all the time.
user_76561198359061614,"no support,full bug erorrs,a lot of critical errors that shut downs game in the most important pvps...sometimes when i join a server and its loading when i have entered to the game i see me already dead from others players because stucks on loading...do you wanna have gamers to this game?...so FIX IT if not then i believe that few months and the game goes down...FIX ALL THE ERROS AND BUGS!
"
user_76561198086264950,"WORST GAME EVER! Heave my warning when i tell you this is the only game where you can shoot somebody in the chest 5 times and in the head once (not killl them) while they instantly place down a 50 pound shield, swallow a medkit instantly and peak out a of a corner to kill you. All within 7 seconds. And also there will always be a crew of 7 people running around with snipers in every server who you can't kill. This game is free, but don't waste your hard drive space. Shields and snipers are the bane of this game and it's stupid. Rest In Shit Infestation."
user_76561198044502888,"I decided to give this game a try and I ended up around 20 minutes walking among trees and grass. I managed to find some building areas just to realize they were crowded with zombies. I couldn't find a weapon anywhere, only food and some armor. And the basic backpack has only a few slots, so I couldn't even pick everything. It was a dreadful and tedious experience. I spent 95% of the time sprinting trying to find a weapon or someone in a full server... I didn't die at all but definitely not the survival experience I was hoping for."
user_76561198125250037,This game is without a doubt the most dissappointing game i have ever played in my entire life. The fact that the developers of this game can confidently release such a badly developed game that disconects every second and that is so undoubtedly glitchy is absolutely appalling. none of these people deserve to call themselves game developers because what you have produced is actual living and breathing cancer. Fix the game or please quit your job.
user_76561198153184756,"I really liked this game until i started running into other players. The ""PVE"" and ""beginner"" servers are only such by name. You still take damage from other players, and just like dayz everyone opens fire on sight. I spend more time in menus, and load screens than actually playing. Good gameplay, but until they put up an actual PVE server its just frustrating."
user_76561197961967703,"So far so good. When I first started I was killed twice (very very annoying) but once I was able to hide long enough to find a gun (trailer park was a good start) I was good to go. 

Game developers, there seems to be a lack of documentation available to new players. Please address this, I could see a less experienced gamer getting discouraged very quickly..

Would love it if you could load the game and then have a period of god mode until you move, the game takes forever to load up sometimes you get bored and walk away resulting in death and time wasted..."
user_76561198185498354,"It's a shame that a game with such a cool concept gets to be one of the biggest cancers i've ever played due to the dogshit developers it unfortunately has. Pay2Win, crashing simulator, bugs after bugs. Everything bad you could think of, this game definitely has it. No wonder it went free to play, nobody would give a single coin to play this pile of shit.
 
EDIT: less than 1 minute after writing this review, i loaded the game and it crashed right on the load screen. Great game indeed."
user_76561198090255342,"Where to start, ISS was a crap game to begin with, low fps, and stability issues. this game just amplifies that. Oh but there are about 5 military grade guns in every house. so when you do log in finding weapons is a breeze. in short. to not buy this unpolished turt
"
user_76561198119530483,"At first, I didn't understan why so many people hated this game.

When I first launched it, it made me sign up for an account, it was a bit of an inconvenience, but not horrible.

I entered a server, and the loading time took around two minutes, so then I thought: ""Well if it takes this long to load, it must have stunning graphics. Right?""

No.

The tree's leaves looked smudged, the grass was just a single color, and the sky, wasn't that bad.

""Okay, maybe the character animations are good."" I said. 

Nyet

I took a swim, and the regular swim animation is fine, not very realistic, but fine. But then I pressed shift. You break into a buggy animaton where you become an unrealisticly amazing Olympic swimmer. The sound effects that go with it are also extremely annoying.

""Okay, once I find some itens, it'll be more fun.""

Nein

I wasn't able to find any items because I was obliterated by a guy half a mile away from me on top of a tower. ""Well shit!"" I say, ""At least I'll respawn instantly.""

Nie

You have to wait three minutes to respawn in a game you'll most likely die fairly often. If you want to spawn back in instantly, you have to use-

ECHHH

Just thinking about makes me sick to my stomach. You have to use... In.... Game.... Currency.....

At this point I'm so fed up I uninstall it as fast as possible.





10000000000000000/10 would uninstall again."
user_76561198024326228,"My experience with this game. Press play and long loading, press any tab and loading, create character and loading, search for servers and loading, enter in the server and long loadinnnnng. When I finally enter in the server I just live for 5 minutes and someone just shoot me for no reason and I died, and the game kick me out from the server to the main menu with a loading again and when revive the character guess what? Loading again. And after that if you try to play again starts all the loading fest again and after 5 10 minutos some random guy just kill you for no reason at all again. Every single thing you do, you have ""loading"". I can say at 90% of time I was looking to loading screens. When you finally enter, you get killed after 5 minutes or so. In ""beginner"" servers! I saw so many loadings even when I go to WC loading! If you like a ""loading simulator"" this is the right game for you. I play at max like 10 or 15 minutes. I try to play the game 3 times and I always died after 5 10 minutes. This game is frustration, not fun. The game is horrible in all ways. Bad graphics, horrendous lag and frame drops while playing, you spend most of the time doing nothing, just walking and wondering around with not objectives and story at all."
user_76561198242097686,"let me tell you one thing, the game crashes only when you : shoot pistols, shoot, throw grenades, put dont riot shield, disconnect from the server, join a server, kill a zombie, jump on a zombie, kill a player, slide down a mountian, go in a car, go out of a car, crouch, jump on something, prone or just moving..."
user_76561197995823838,"Less hackers but I farmed so hard to get a viechel and got instant discconnect while driving. Annd reconnect to the server is glitched. freaking ask me for password to recon, got so pissed had to delete the game ;C

was gonna put $ into the game to make it better"
user_76561198082104074,"Campers,campers and more campers everywhere.I am a fan of zombie movies or serials but this game is not even close to show the player a real zombie infested world where you have to survive.
The worst thing you have to survive are the bunch of campers who will use everything and every trick at their disposal to farm,kill or camp you.
It's more like a player survival not zombie."
user_76561198020730890,"Should be renamed the crashZ or code error 06 or code error 08, cos you see more of that than game time if you can log in and move past the 'starting updater' or 'one moment please'

connections very poor to servers if you can connect.

good game when it works"
user_76561198021186338,"The game has potential however it has severe issues with disconnections.  This is a warning to all players:  Do not spend ANY MONEY on this game as they didn't take into consideration those that paid what happens when you lag out when you have a vehicle.  I am on Alienware 15 with a cabled connection and this game has disconnected me at least 3 dozen times.  (2) times I lost vehicles on the 100 player PVE server because of this including countless hours of play with the armor and weapons to find out another player loots it.

I have also purposely LOWERED the resolution of this game to medium thinking it may help but to no avail.  The $5 is pretty much a burn donation meaning better to just spend it in a fireplace.  

Also, note that the PVE servers they provide is pretty much (1) for 100 players.  The rest are for those nice individuals that spend their money to provide the other users with at least a hope enjoyable experience.  Without that support, how could a game like this really support the paying users what they actually want?  Also, this game in some 'areas' does not allow you to purchase a server.  Ironically, when I 1st started, I was thinking of creating a server for others and my friends to enjoy as the other servers were either 10/10 or the (1) server 100/100.

For those that have not experienced what I have been through, ask yourself why is it that you do not see OTHERS driving on the 100 player server...... very simply, you lag out, you lose your vehicle to another.  If you are lucky to get on a 10 player server, at least you have a chance to get it back IF YOU CAN GE BACK ONTO IT!

To the programmers of this game.  Excellent graphics and artistic work.  Beyond that, without these exception issues (game crashing) and even recently the post about the new emergency update, its like selling a car without a steering wheel and tires.  What is the point?  Perhaps you should address the audience of people that have paid and ensure this doesn't happen.  A game like this with social media can make or break what this game could possibly be.

Thank you for all your time.  The $5 is gone and so be it.  I do not want a refund but I do expect any company would have the compassion for those less fortunate to get them the customer service and expectations what any paying customer would ask for."
user_76561198150414480,You really should rethink the spawning and making the toons GLOW BRIGHT ASS GREEN. It just make you a giant target/ beacon to be hunted when spawning at dusk or night time. Hell if you have enough field of vision being elevated you can see new spawns in the forest during the day with a scope outside the cities. IT's LIKE HEY IM SPAWNING HERE! GIMMIE 30 SECONDS FOR MY RESPAWN SHIELD TO FALL OFF AND YOU CAN UNLOAD AN ENTIRE CLIP OF 552 AMMO INTO MY BACK. When I just spawned 50 seconds ago and the dude just tracked me till the shield fell off.......... Real shit and down fall to this game.
user_76561198152649489,"Full of Hackers, Spawn zone always camped, lose all gear on death. No fun if you keep getting spawn killed wait 4 mins to log back in to be killed while loading back in."
user_76561198070218954,"I got ban after i was killed by a hacker...  their anti cheat is a fail, good game but the developper dont care about the community so dont play you will be ban ... I am very disapointed I hop this game will close"
user_76561198129673078,"Ok first of all, I find this game very enjoyable mostly because i have other friends that i can play with. You can collect items and just absolutely rule bigginer servers or you can use begginer servers to your advantage and collect really good items and and head into official servers so you have better guns that you can use to kill harder enemies. PVP servers are joke, mostly because you have pro players that have op sniper rifles and dominate your ass. i would like it alot if the developers would add an option that would allow you to sell your scavenges items that you dont need. That pale white zombie that is as tall as shaquille o'neal needs to be nerfed please. That really annoys me once you get to a base and loot it then find that thing there and have to waste all of youre mags on it that is quite annoying. Overall its quite a steady game which i enjoy playing with my friends and i defintely recommend it to anyone who enjoys wasting a few hours with youre friends on this game."
user_76561198149667067,"this game looks super cool, but i cant play it because it takes 10-15 minutes to load a game, and when it finnaly loads, it disconnects from the server. is there a fix for this issue? please i want to play this game, it looks really cool."
user_76561198021745288, please fix this broke ass game. You need to fix the issue where if you get your car stuck you cannot exit. WTF is that anyway. Also you need to fix the fact that if you fall in between a barricade and a sandbag like the set up in Caliwood near stadium in military zone with super zombie. There are so many other little things like this that have been adding up lately and making for a horrible gaming experience. I have been playing infestation for a long time now. you guys are doing a lot better than the other losers thats for sure. I have lost too many spawners to these bugs its bullshit.
user_76561198225953896,"I was positively surprised by this game. I download and test out F2P games as soon as they get released on steam, and usually I delete them 20 minutes after starting, as they mostly suck. Wasn't the case here, I very much liked it, even recommended it to my friends. It's like a f2p version of DayZ, but it's even better in some ways. Of course, there are tons of things to fix.

First of which will be the bugs. It's really buggy. Like for every 1 hour of gameplay, the game would crash and kick me at least 1 time. I have absolutely no explanation why, it just happens, and it happens to everybody, not just me. Also sometimes when you join a server it would immediately disconnect you for no reason, and you'll have to reconnect after. It's kinda annoying. Another thing that could be fixed is the fps drop. My PC covers the game on recommended settings entirely, yet even on low graphics I get FPS drops to 10 fps. 

It would be fun if the developers introduce a way to build bases in the game, that would be it much more fun, the way it's in Rust. We already have barricades, but it's not the same. It would be amazing if you could build your own settlements and install spawning points there. More vehicles could also be useful, permanent of course. It's annoying to lose expensive stuff and having to buy it all over again, dunno if it's that way with the current vehicles, still can't afford one.

Other than that, the game is very fun.  One of the small amount of F2P games which aren't P2W, money is purely for cosmetical reasons and some boosts, which you can obtain even with a F2P account. I hope they keep it that way and don't ruin it. Also the weapon arsenal is HUGE! You can also customize your weapons and add gadgets and skins. They made it in a very professional way without ruining the RPG elements, but still maintaining a realistic combat.

The community is growing by each day, it has just recently surpassed DayZ's numbers, when speaking about active players.

Overall, it has some issues, there are things that can be improved and added, but if you are unsure whether or not to download it or not, TRY IT! You won't regret it!"
user_76561198214094857,Reminds me of Romeros Aftermath. I loved that game so much so this a great game with great memories. Also the variation of types of zombies is cool.
user_76561198170365929,"spawns into game to trys to play... Gets spawned killed.
Ok bad spawn tries again on another server. Gets sniped after taking one step.
2 in a row ok 3rd time the charm. Fucking run into group of 3 guys ofter my first few steps get killed. im done dont play this shit game."
user_76561198186003728,"~~OLD REVIEW, TAKE IT WITH A GRAIN OF SALT~~
It's a good game, with pros and cons.
Pros:
[list]
[*]Good AntiCheat(RIP MLG AC), unlike VAC -_-
[*]There are lots of weapons to get
[*]Kinda RPG like XP system
[*]Pretty big maps if you like exploring, small if you like PvP.
[*]HUGE market
[*]Can easily hop in a game
[*]Battle Royale is basically free H1Z1: KotK.
[*]Fun with friends.
Cons:
[*]A teensy weensy bit Pay2Win(skins are VERY VERY VERY rare to find; expensive to buy with GC)
[*]WAY too buggy(getting randomly disconnected; killed while connecting; couldn't connect; kicked for being suspicious etc)
[*]God damnit just WHY? If you are a begginer at this game you CAN NOT get good items. In every good zone(like Clearwater) there are freaking Snipers. I understand the weapon and that people use it, but c'mon. Not every city.
[*]WHY ARE THERE SO FEW SERVERS? ~ 20 servers for begginers? There are kinda lots of player on this game, most of them starters, not veterans. Also most players play on begginer servers. Without lots of servers, the ones there would be almost full... I mean it's a lot. You can't really find a server with < 30 players. And that is a lot. Even for a big map. Most would just camp in cities so RIP cities.
[*] Last but not least, please tell me, WHY IN THE ACTUAL MOTHER OF CHRIST IS THERE A RULE WHERE YOU CAN'T PLAY ANYTHING OTHER THAN BEGGINER IF YOU DON'T HAVE x+ HOURS?
[/list]
TL:DR; It's a good game with lots of potential, even good right now, but not the best. I give it a 7/10, but will gladly up that if more servers were added/the hour rule was removed/connection bugs were solved.

Edit(like 3 years later)- was heavily biased when I wrote this. The game is pretty mediocre in hindsight, so yeah."
user_76561198145981218,"Great game!

I played 1 hour on a begginer's server so I can join the battle royale. The most boring hour in my life, the servers are empty, few zombies and very weak, no cars(or I didn't find one).
After that I joined the battle royale...the ultimate clown fiesta.

It reminds me of the early days of H1Z1, but worst and for poor people.
I'll go back to my cave and play HuniePop"
user_76561198068847526,"  To answer the question if this game is worth downloading, my answer would be yes and no.  Let me start by saying this game isnt perfect, nonetheless it is worth downloading, who doesnt want a free game that anyone can download and play with their friends.  now for the bad part of this game, this game does tend to either kick you out every once in a while, and crash randomly, also this game has devs that dont really solve the problem.  this game had great potential but after downloading it and playing at least an hour it is a very fun game if you know how to play.  I think most people who write negative reviews honestly suck at the game, just like in real life they tend to blame any blemishes of this game but fail to realize that this game is not a simulation.  People try to compare this to day z and h1z1, the game is far from it.  So if your interested in downloading this game i suggest you download it with an open mind and not try to compare and contrast to other games.  

  A few pointers to people who just started and who are currently having trouble having a good time, i suggest you start in a server with less people.  The fewer people the better, only because you can get loot and only have to worry about zombies, also i suggest you do scavenge citys and log out, this game is bogus and lets you exit the game with all of your loot and be able to store it so when you get back on you can loot the same city and repeat the process soon you will have so much loot in your inventory that it wont matter if your character dies."
user_76561198035680216,"Bullshit game, cant properly make spawns, everytime i spawn i manage to spawn right on top of someone who chases me down till my shield is down and just kills me, even if i create a new character the same shit happens, and im blowing through igc respawning, fuck this game
"
user_76561198005153694,"I give the game 1/10 because it is unplayable as it is....... every 5-10min you have crash, dc or get kicked from server, the anticheat is garbage and hackers are roaming free(like 80% are cheating), sadly the devs and most mods are just trashtalking everyone who trys to point out problems or help them to improve their game.

The game wasen´t allways in such a bad state, so 9/10 for the Game how it was long ago but constant wiping things out of peoples inventories, which they traded or bought with real money and useless updates which make the game crash all the time got it down to 1/10

I really don´t recomend this game to anyone exept you want to cheat........"
user_76561198058429834,"Although you may find some fun in playing with your friends, I assure you that the problems you will encounter will stack up quickly. First being that if you click anywhere off the screen, which does not lock the mouse to the window, the game will crash and, if you don't stop the application, you can still die and lose your items. Second is enemy attacks make no sound and your character has no reaction, so you'll probably die without even knowing it. Third, you spawn in semi-random areas that do not guarentee safety, even though you have spawn protection. A majority of spawing will involve you being either surrounded by zombies or killed by snipers who are waiting. These primary issues do not take in the fact that the physics are terrible and the graphics are usually flat textures, even when set to high. I would not recommend this game to anyone no matter how popular they say they are."
user_76561198308601193,"This game is decent. I'll explain in pros and cons:

Pros:
PvE and PvP servers actually work
Vehicles
Large map
Variety of guns
Multiple zombies in one area
Easy to understand
Variety of characters

Cons:
People camp spawns in PvP
No lootable crates
Only 3 types of vehicles
Have to pay in order to get different characters
Can have your car blown up with you in it
People can steal your car even if you got it with your own money
Crafting system not implimented (YET)
Needs Better graphics

I do recomend the game to a certian extent. If you like to run long distances to get to places then play this game."
user_76561198053862446,"I've only played for like an hour and I already know it's absolute garbage.
[u]Pros[/u]
[list]
    [*]The swimming animation looks funny
[/list]
[u]Cons[/u]
[list]
    [*]Having to wait three minutes as a penalty for dying once is beyond stupid when both NPCs and other online players are trying to kill you.
    [*]The map is way too open and spread out, you'll most often be running for extensive amounts of time to wherever you need to go (whether or not you can eventually get a car or something like that is beyond my knowledge, I kept on friggin dying before I could make any significant progress in that regard)
    [*]Microtransactions up the butt, as if anyone wants to succumb to this ""premium account"" BS
    [*]The main menu is very disorganized and confusing to navigate
[/list]
I dunno, I could probably come up with more cons had I spent more time with this but I can't be bothered to put myself through any more of this awful game, so consider that a con in itself. These DayZ/Rust/H1Z1-esque survival games need to stop because honestly it's ridiculous how incomplete they feel."
user_76561198192656667,"Вы знаете что такое оптимизация? Да ? А я нет. Даная игра находясь в категории ""Бесплатные"" имеет и плюсы и минусы.
Начну пожалуй с плюсов:
1- Донат не решает ничего.
2-Топ лут можно собрать за пару часов игры.
3-Огромные количества лута,разнообразие оружий
4-Скины.Данное ввидение игру никак не портит,но мне кажется лучше бы занялись минусами.Да и сами скины просто радуют глаза.Но и покупать их ненужно.Можно побегать по локации и налутать кейсы со скинами.
5-Машины.В этой игре есть транспорт.Его хоть и немного (1-3)шт.Благодаря им можно съэкономить время,нервы и тд.
6-Ранообразие . Различные режимы,Battle Royale,PVP?PVE,режим Крепость. Вообщем можно выбрать режим под себя.
7-Античит.Каждый час на серверах банится от 2-10 человек. MLG ANTICHEATS-в данный момент лучше чем античит VAC от VALVE.Это весьма радует.
8-Инвенты.Это очень радует.Инвенты происходят чаще, чем VALVE выпускает кейсы (а кейсы они штопают частенько).Чего стоят супер зомби.
9-Комюнити.Это когда русских на серверах так мало ,что приходится радоваться каждому русскому игроку на сервере.
Минусы:
1-Однообразие.Который раз разработчики перезапускают эту серию игры?Они просто мусолят эту игру не делая ее лучше.(Но это не точно).
2-Оптимизация.Постоянные вылеты,нестабильное соединие с серверами,плохая оптимизация всей игры,так же иногда происходят странные вещи(Если можете то посмотрите несколько скриншотов у меня).
3-Графика.Ну можно было приподнять графон.А понимаю что в данной игре это не особо нужно,но всё таки где картинка лучше?Максималки или минималки?Ответ очивиден.
4-Бег.ПОЧЕМУ ТАК МЕДЛЕННО ПЕРСОНАЖ БЕГАЕТ,ГОСПОДИ ЗА ЧТО!!

В общем плюсов больше,но и остонавливаться на достигнутом разработчикам не стоит.Есть многое что нужно доработать,добавить,пофиксить.Единственное  пока что мне нравится это античит.Он банит постоянно!И причём очень часто!
В общем несмотря на плохие отзывы,я могу порекамендовать данную игру,да есть минусы,да они может и очень усугубляют её.
Но запомните!ПОДЪЕХАЛ В ЛОКАЦИИ И ЗАБИРАЙ МАШИНУ,ИНАЧЕ ПРОЕБЁТЕ ЛИБО 150К,250К ИЛИ 500К!
 

English
You know what is optimization? Yes ? And I'm not. This game being in the category of ""Free"" has its pros and cons.
Perhaps I'll start with the pros:
1 - donut does not solve anything.
2-Top loot you can collect in a couple of hours of the game.
3-the Huge amount of loot,variety of weapons
4-Skins.This weenie the game does not spoil,but I think it would be better to cons.And the skins just pleasing to the eye.But also to buy their junk.Can be run at locations and salutati cases with skins.
5-Machine.In this game there is transport.Though few (1-3)PCs. can you help them save time,nerves and so on.
6-Raznoobrazie . Different modes Battle Royale,PVP?PVE mode Fortress. Generally, you can choose the mode for yourself.
7-anti-Cheat.Every hour the servers will be banned from 2-10 people. MLG ANTICHEATS-at the moment better than VALVE's VAC anti-cheat.It is very happy.
8-Leave.It is very pleasing.The leave happen more often than VALVE releases the case (and the cases they darn often).What are the super zombies.
9-Komyuniti.This is when the Russian servers are so few ,that we have to enjoy every Russian player on the server.
Cons:
1-Monotony.Once again the developers restart this series of games?They just procrastinate, this game is not making it better.(But not sure).
2-Optimization.Constant crashes,unstable coedine servers,poor optimization of the game,so sometimes strange things happen(If you can view a few screenshots I have).
3-Graphics.Well, you can lift the graphics.But understand that this game is not really need,but still where is the picture better?Maximum speed or minimum payout?Response ochividen.
4-Run.WHY SO SLOW THE CHARACTER RUNS,LORD FOR THAT!!

In General there are more pluses but also to ostanavlivatsya on our laurels developers is not necessary.There are many things that you need to modify,add,fix.The only thing I like is cheat.He bans all the time!And very often!
In General, despite the bad reviews,I can porekomendovat this game,Yes there are downsides,but they can really aggravate it.
But remember!DROVE TO LOCATIONS AND TAKE THE CAR,OTHERWISE YOU'LL FUCK UP OR 150K,250K OR 500K!
Comments: 1"
user_76561198026990714,"DEAD revive in xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx minutes or buy some crappy worthless ingame value to continue.... to the next server as well. lol ggwp

music is as gay as it could be"
